entidad,municipio,cve_ent,cve_mun
México,Chicoloapan,15,29
México,Chiconcuac,15,30
México,Chimalhuacán,15,31
México,Donato Guerra,15,32
México,Ecatepec de Morelos,15,33
México,Ecatzingo,15,34
México,Huehuetoca,15,35
México,Hueypoxtla,15,36
México,Huixquilucan,15,37
México,Isidro Fabela,15,38
México,Ixtapaluca,15,39
México,Ixtapan de la Sal,15,40
México,Ixtapan del Oro,15,41
México,Ixtlahuaca,15,42
México,Xalatlaco,15,43
México,Jaltenco,15,44
México,Jilotepec,15,45
México,Jilotzingo,15,46
México,Jiquipilco,15,47
México,Jocotitlán,15,48
México,Joquicingo,15,49
México,Juchitepec,15,50
México,Lerma,15,51
México,Malinalco,15,52
México,Melchor Ocampo,15,53
México,Metepec,15,54
México,Mexicaltzingo,15,55
México,Morelos,15,56
México,Naucalpan de Juárez,15,57
México,Nezahualcóyotl,15,58
México,Nextlalpan,15,59
México,Nicolás Romero,15,60
México,Nopaltepec,15,61
México,Ocoyoacac,15,62
México,Ocuilan,15,63
México,El Oro,15,64
México,Otumba,15,65
México,Otzoloapan,15,66
México,Otzolotepec,15,67
México,Ozumba,15,68
México,Papalotla,15,69
México,La Paz,15,70
México,Polotitlán,15,71
México,Rayón,15,72
México,San Antonio la Isla,15,73
México,San Felipe del Progreso,15,74
México,San Martín de las Pirámides,15,75
México,San Mateo Atenco,15,76
México,San Simón de Guerrero,15,77
México,Santo Tomás,15,78
México,Soyaniquilpan de Juárez,15,79
México,Sultepec,15,80
México,Tecámac,15,81
México,Tejupilco,15,82
México,Temamatla,15,83
México,Temascalapa,15,84
México,Temascalcingo,15,85
México,Temascaltepec,15,86
México,Temoaya,15,87
México,Tenancingo,15,88
México,Tenango del Aire,15,89
México,Tenango del Valle,15,90
México,Teoloyucan,15,91
México,Teotihuacán,15,92
México,Tepetlaoxtoc,15,93
México,Tepetlixpa,15,94
México,Tepotzotlán,15,95
México,Tequixquiac,15,96
México,Texcaltitlán,15,97
México,Texcalyacac,15,98
México,Texcoco,15,99
México,Tezoyuca,15,100
México,Tianguistenco,15,101
México,Timilpan,15,102
México,Tlalmanalco,15,103
México,Tlalnepantla de Baz,15,104
México,Tlatlaya,15,105
México,Toluca,15,106
México,Tonatico,15,107
México,Tultepec,15,108
México,Tultitlán,15,109
México,Valle de Bravo,15,110
México,Villa de Allende,15,111
México,Villa del Carbón,15,112
México,Villa Guerrero,15,113
México,Villa Victoria,15,114
México,Xonacatlán,15,115
México,Zacazonapan,15,116
México,Zacualpan,15,117
México,Zinacantepec,15,118
México,Zumpahuacán,15,119
México,Zumpango,15,120
México,Cuautitlán Izcalli,15,121
México,Valle de Chalco Solidaridad,15,122
México,Luvianos,15,123
México,San José del Rincón,15,124
México,Tonanitla,15,125
Michoacán de Ocampo,Acuitzio,16,1
Michoacán de Ocampo,Aguililla,16,2
Michoacán de Ocampo,Álvaro Obregón,16,3
Michoacán de Ocampo,Angamacutiro,16,4
Michoacán de Ocampo,Angangueo,16,5
Michoacán de Ocampo,Apatzingán,16,6
Michoacán de Ocampo,Aporo,16,7
Michoacán de Ocampo,Aquila,16,8
Michoacán de Ocampo,Ario,16,9
Michoacán de Ocampo,Arteaga,16,10
Michoacán de Ocampo,Briseñas,16,11
Michoacán de Ocampo,Buenavista,16,12
Michoacán de Ocampo,Carácuaro,16,13
Michoacán de Ocampo,Coahuayana,16,14
Michoacán de Ocampo,Coalcomán de Vázquez Pallares,16,15
Michoacán de Ocampo,Coeneo,16,16
Michoacán de Ocampo,Contepec,16,17
Michoacán de Ocampo,Copándaro,16,18
Michoacán de Ocampo,Cotija,16,19
Michoacán de Ocampo,Cuitzeo,16,20
Michoacán de Ocampo,Charapan,16,21
Michoacán de Ocampo,Charo,16,22
Michoacán de Ocampo,Chavinda,16,23
Michoacán de Ocampo,Cherán,16,24
Michoacán de Ocampo,Chilchota,16,25
Michoacán de Ocampo,Chinicuila,16,26
Michoacán de Ocampo,Chucándiro,16,27
Michoacán de Ocampo,Churintzio,16,28
Michoacán de Ocampo,Churumuco,16,29
Michoacán de Ocampo,Ecuandureo,16,30
Michoacán de Ocampo,Epitacio Huerta,16,31
Michoacán de Ocampo,Erongarícuaro,16,32
Michoacán de Ocampo,Gabriel Zamora,16,33
Michoacán de Ocampo,Hidalgo,16,34
Michoacán de Ocampo,La Huacana,16,35
Michoacán de Ocampo,Huandacareo,16,36
Michoacán de Ocampo,Huaniqueo,16,37
Michoacán de Ocampo,Huetamo,16,38
Michoacán de Ocampo,Huiramba,16,39
Michoacán de Ocampo,Indaparapeo,16,40
Michoacán de Ocampo,Irimbo,16,41
Michoacán de Ocampo,Ixtlán,16,42
Michoacán de Ocampo,Jacona,16,43
Michoacán de Ocampo,Jiménez,16,44
Michoacán de Ocampo,Jiquilpan,16,45
Michoacán de Ocampo,Juárez,16,46
Michoacán de Ocampo,Jungapeo,16,47
Michoacán de Ocampo,Lagunillas,16,48
Michoacán de Ocampo,Madero,16,49
Michoacán de Ocampo,Maravatío,16,50
Michoacán de Ocampo,Marcos Castellanos,16,51
Michoacán de Ocampo,Lázaro Cárdenas,16,52
Michoacán de Ocampo,Morelia,16,53
Michoacán de Ocampo,Morelos,16,54
Michoacán de Ocampo,Múgica,16,55
Michoacán de Ocampo,Nahuatzen,16,56
Michoacán de Ocampo,Nocupétaro,16,57
Michoacán de Ocampo,Nuevo Parangaricutiro,16,58
Michoacán de Ocampo,Nuevo Urecho,16,59
Michoacán de Ocampo,Numarán,16,60
Michoacán de Ocampo,Ocampo,16,61
Michoacán de Ocampo,Pajacuarán,16,62
Michoacán de Ocampo,Panindícuaro,16,63
Michoacán de Ocampo,Parácuaro,16,64
Michoacán de Ocampo,Paracho,16,65
Michoacán de Ocampo,Pátzcuaro,16,66
Michoacán de Ocampo,Penjamillo,16,67
Michoacán de Ocampo,Peribán,16,68
Michoacán de Ocampo,La Piedad,16,69
Michoacán de Ocampo,Purépero,16,70
Michoacán de Ocampo,Puruándiro,16,71
Michoacán de Ocampo,Queréndaro,16,72
Michoacán de Ocampo,Quiroga,16,73
Michoacán de Ocampo,Cojumatlán de Régules,16,74
Michoacán de Ocampo,Los Reyes,16,75
Michoacán de Ocampo,Sahuayo,16,76
Michoacán de Ocampo,San Lucas,16,77
Michoacán de Ocampo,Santa Ana Maya,16,78
Michoacán de Ocampo,Salvador Escalante,16,79
Michoacán de Ocampo,Senguio,16,80
Michoacán de Ocampo,Susupuato,16,81
Michoacán de Ocampo,Tacámbaro,16,82
Michoacán de Ocampo,Tancítaro,16,83
Michoacán de Ocampo,Tangamandapio,16,84
Michoacán de Ocampo,Tangancícuaro,16,85
Michoacán de Ocampo,Tanhuato,16,86
Michoacán de Ocampo,Taretan,16,87
Michoacán de Ocampo,Tarímbaro,16,88
Michoacán de Ocampo,Tepalcatepec,16,89
Michoacán de Ocampo,Tingambato,16,90
Michoacán de Ocampo,Tingüindín,16,91
Michoacán de Ocampo,Tiquicheo de Nicolás Romero,16,92
Michoacán de Ocampo,Tlalpujahua,16,93
Michoacán de Ocampo,Tlazazalca,16,94
Michoacán de Ocampo,Tocumbo,16,95
Michoacán de Ocampo,Tumbiscatío,16,96
Michoacán de Ocampo,Turicato,16,97
Michoacán de Ocampo,Tuxpan,16,98
Michoacán de Ocampo,Tuzantla,16,99
Michoacán de Ocampo,Tzintzuntzan,16,100
Michoacán de Ocampo,Tzitzio,16,101
Michoacán de Ocampo,Uruapan,16,102
Michoacán de Ocampo,Venustiano Carranza,16,103
Michoacán de Ocampo,Villamar,16,104
Michoacán de Ocampo,Vista Hermosa,16,105
Michoacán de Ocampo,Yurécuaro,16,106
Michoacán de Ocampo,Zacapu,16,107
Michoacán de Ocampo,Zamora,16,108
Michoacán de Ocampo,Zináparo,16,109
Michoacán de Ocampo,Zinapécuaro,16,110
Michoacán de Ocampo,Ziracuaretiro,16,111
Michoacán de Ocampo,Zitácuaro,16,112
Michoacán de Ocampo,José Sixto Verduzco,16,113
Morelos,Amacuzac,17,1
Morelos,Atlatlahucan,17,2
Morelos,Axochiapan,17,3
Morelos,Ayala,17,4
Morelos,Coatlán del Río,17,5
Morelos,Cuautla,17,6
Morelos,Cuernavaca,17,7
Morelos,Emiliano Zapata,17,8
Morelos,Huitzilac,17,9
Morelos,Jantetelco,17,10
Morelos,Jiutepec,17,11
Morelos,Jojutla,17,12
Morelos,Jonacatepec de Leandro Valle,17,13
Morelos,Mazatepec,17,14
Morelos,Miacatlán,17,15
Morelos,Ocuituco,17,16
Morelos,Puente de Ixtla,17,17
Morelos,Temixco,17,18
Morelos,Tepalcingo,17,19
Morelos,Tepoztlán,17,20
Morelos,Tetecala,17,21
Morelos,Tetela del Volcán,17,22
Morelos,Tlalnepantla,17,23
Morelos,Tlaltizapán de Zapata,17,24
Morelos,Tlaquiltenango,17,25
Morelos,Tlayacapan,17,26
Morelos,Totolapan,17,27
Morelos,Xochitepec,17,28
Morelos,Yautepec,17,29
Morelos,Yecapixtla,17,30
Morelos,Zacatepec,17,31
Morelos,Zacualpan de Amilpas,17,32
Morelos,Temoac,17,33
Morelos,Coatetelco,17,34
Morelos,Xoxocotla,17,35
Morelos,Hueyapan,17,36
Nayarit,Acaponeta,18,1
Nayarit,Ahuacatlán,18,2
Nayarit,Amatlán de Cañas,18,3
Nayarit,Compostela,18,4
Nayarit,Huajicori,18,5
Nayarit,Ixtlán del Río,18,6
Nayarit,Jala,18,7
Nayarit,Xalisco,18,8
Nayarit,Del Nayar,18,9
Nayarit,Rosamorada,18,10
Nayarit,Ruíz,18,11
Nayarit,San Blas,18,12
Nayarit,San Pedro Lagunillas,18,13
Nayarit,Santa María del Oro,18,14
Nayarit,Santiago Ixcuintla,18,15
Nayarit,Tecuala,18,16
Nayarit,Tepic,18,17
Nayarit,Tuxpan,18,18
Nayarit,La Yesca,18,19
Nayarit,Bahía de Banderas,18,20
Nuevo León,Abasolo,19,1
Nuevo León,Agualeguas,19,2
Nuevo León,Los Aldamas,19,3
Nuevo León,Allende,19,4
Nuevo León,Anáhuac,19,5
Nuevo León,Apodaca,19,6
Nuevo León,Aramberri,19,7
Nuevo León,Bustamante,19,8
Nuevo León,Cadereyta Jiménez,19,9
Nuevo León,El Carmen,19,10
Nuevo León,Cerralvo,19,11
Nuevo León,Ciénega de Flores,19,12
Nuevo León,China,19,13
Nuevo León,Doctor Arroyo,19,14
Nuevo León,Doctor Coss,19,15
Nuevo León,Doctor González,19,16
Nuevo León,Galeana,19,17
Nuevo León,García,19,18
Nuevo León,San Pedro Garza García,19,19
Nuevo León,General Bravo,19,20
Nuevo León,General Escobedo,19,21
Nuevo León,General Terán,19,22
Nuevo León,General Treviño,19,23
Nuevo León,General Zaragoza,19,24
Nuevo León,General Zuazua,19,25
Nuevo León,Guadalupe,19,26
Nuevo León,Los Herreras,19,27
Nuevo León,Higueras,19,28
Nuevo León,Hualahuises,19,29
Nuevo León,Iturbide,19,30
Nuevo León,Juárez,19,31
Nuevo León,Lampazos de Naranjo,19,32
Nuevo León,Linares,19,33
Nuevo León,Marín,19,34
Nuevo León,Melchor Ocampo,19,35
Nuevo León,Mier y Noriega,19,36
Nuevo León,Mina,19,37
Nuevo León,Montemorelos,19,38
Nuevo León,Monterrey,19,39
Nuevo León,Parás,19,40
Nuevo León,Pesquería,19,41
Nuevo León,Los Ramones,19,42
Nuevo León,Rayones,19,43
Nuevo León,Sabinas Hidalgo,19,44
Nuevo León,Salinas Victoria,19,45
Nuevo León,San Nicolás de los Garza,19,46
Nuevo León,Hidalgo,19,47
Nuevo León,Santa Catarina,19,48
Nuevo León,Santiago,19,49
Nuevo León,Vallecillo,19,50
Nuevo León,Villaldama,19,51
Oaxaca,Abejones,20,1
Oaxaca,Acatlán de Pérez Figueroa,20,2
Oaxaca,Asunción Cacalotepec,20,3
Oaxaca,Asunción Cuyotepeji,20,4
Oaxaca,Asunción Ixtaltepec,20,5
Oaxaca,Asunción Nochixtlán,20,6
Oaxaca,Asunción Ocotlán,20,7
Oaxaca,Asunción Tlacolulita,20,8
Oaxaca,Ayotzintepec,20,9
Oaxaca,El Barrio de la Soledad,20,10
Oaxaca,Calihualá,20,11
Oaxaca,Candelaria Loxicha,20,12
Oaxaca,Ciénega de Zimatlán,20,13
Oaxaca,Ciudad Ixtepec,20,14
Oaxaca,Coatecas Altas,20,15
Oaxaca,Coicoyán de las Flores,20,16
Oaxaca,La Compañía,20,17
Oaxaca,Concepción Buenavista,20,18
Oaxaca,Concepción Pápalo,20,19
Oaxaca,Constancia del Rosario,20,20
Oaxaca,Cosolapa,20,21
Oaxaca,Cosoltepec,20,22
Oaxaca,Cuilápam de Guerrero,20,23
Oaxaca,Cuyamecalco Villa de Zaragoza,20,24
Oaxaca,Chahuites,20,25
Oaxaca,Chalcatongo de Hidalgo,20,26
Oaxaca,Chiquihuitlán de Benito Juárez,20,27
Oaxaca,Heroica Ciudad de Ejutla de Crespo,20,28
Oaxaca,Eloxochitlán de Flores Magón,20,29
Oaxaca,El Espinal,20,30
Oaxaca,Tamazulápam del Espíritu Santo,20,31
Oaxaca,Fresnillo de Trujano,20,32
Oaxaca,Guadalupe Etla,20,33
Oaxaca,Guadalupe de Ramírez,20,34
Oaxaca,Guelatao de Juárez,20,35
Oaxaca,Guevea de Humboldt,20,36
Oaxaca,Mesones Hidalgo,20,37
Oaxaca,Villa Hidalgo,20,38
Oaxaca,Heroica Ciudad de Huajuapan de León,20,39
Oaxaca,Huautepec,20,40
Oaxaca,Huautla de Jiménez,20,41
Oaxaca,Ixtlán de Juárez,20,42
Oaxaca,Juchitán de Zaragoza,20,43
Oaxaca,Loma Bonita,20,44
Oaxaca,Magdalena Apasco,20,45
Oaxaca,Magdalena Jaltepec,20,46
Oaxaca,Santa Magdalena Jicotlán,20,47
Oaxaca,Magdalena Mixtepec,20,48
Oaxaca,Magdalena Ocotlán,20,49
Oaxaca,Magdalena Peñasco,20,50
Oaxaca,Magdalena Teitipac,20,51
Oaxaca,Magdalena Tequisistlán,20,52
Oaxaca,Magdalena Tlacotepec,20,53
Oaxaca,Magdalena Zahuatlán,20,54
Oaxaca,Mariscala de Juárez,20,55
Oaxaca,Mártires de Tacubaya,20,56
Oaxaca,Matías Romero Avendaño,20,57
Oaxaca,Mazatlán Villa de Flores,20,58
Oaxaca,Miahuatlán de Porfirio Díaz,20,59
Oaxaca,Mixistlán de la Reforma,20,60
Oaxaca,Monjas,20,61
Oaxaca,Natividad,20,62
Oaxaca,Nazareno Etla,20,63
Oaxaca,Nejapa de Madero,20,64
Oaxaca,Ixpantepec Nieves,20,65
Oaxaca,Santiago Niltepec,20,66
Oaxaca,Oaxaca de Juárez,20,67
Oaxaca,Ocotlán de Morelos,20,68
Oaxaca,La Pe,20,69
Oaxaca,Pinotepa de Don Luis,20,70
Oaxaca,Pluma Hidalgo,20,71
Oaxaca,San José del Progreso,20,72
Oaxaca,Putla Villa de Guerrero,20,73
Oaxaca,Santa Catarina Quioquitani,20,74
Oaxaca,Reforma de Pineda,20,75
Oaxaca,La Reforma,20,76
Oaxaca,Reyes Etla,20,77
Oaxaca,Rojas de Cuauhtémoc,20,78
Oaxaca,Salina Cruz,20,79
Oaxaca,San Agustín Amatengo,20,80
Oaxaca,San Agustín Atenango,20,81
Oaxaca,San Agustín Chayuco,20,82
Oaxaca,San Agustín de las Juntas,20,83
Oaxaca,San Agustín Etla,20,84
Oaxaca,San Agustín Loxicha,20,85
Oaxaca,San Agustín Tlacotepec,20,86
Oaxaca,San Agustín Yatareni,20,87
Oaxaca,San Andrés Cabecera Nueva,20,88
Oaxaca,San Andrés Dinicuiti,20,89
Oaxaca,San Andrés Huaxpaltepec,20,90
Oaxaca,San Andrés Huayápam,20,91
Oaxaca,San Andrés Ixtlahuaca,20,92
Oaxaca,San Andrés Lagunas,20,93
Oaxaca,San Andrés Nuxiño,20,94
Oaxaca,San Andrés Paxtlán,20,95
Oaxaca,San Andrés Sinaxtla,20,96
Oaxaca,San Andrés Solaga,20,97
Oaxaca,San Andrés Teotilálpam,20,98
Oaxaca,San Andrés Tepetlapa,20,99
Oaxaca,San Andrés Yaá,20,100
Oaxaca,San Andrés Zabache,20,101
Oaxaca,San Andrés Zautla,20,102
Oaxaca,San Antonino Castillo Velasco,20,103
Oaxaca,San Antonino el Alto,20,104
Oaxaca,San Antonino Monte Verde,20,105
Oaxaca,San Antonio Acutla,20,106
Oaxaca,San Antonio de la Cal,20,107
Oaxaca,San Antonio Huitepec,20,108
Oaxaca,San Antonio Nanahuatípam,20,109
Oaxaca,San Antonio Sinicahua,20,110
Oaxaca,San Antonio Tepetlapa,20,111
Oaxaca,San Baltazar Chichicápam,20,112
Oaxaca,San Baltazar Loxicha,20,113
Oaxaca,San Baltazar Yatzachi el Bajo,20,114
Oaxaca,San Bartolo Coyotepec,20,115
Oaxaca,San Bartolomé Ayautla,20,116
Oaxaca,San Bartolomé Loxicha,20,117
Oaxaca,San Bartolomé Quialana,20,118
Oaxaca,San Bartolomé Yucuañe,20,119
Oaxaca,San Bartolomé Zoogocho,20,120
Oaxaca,San Bartolo Soyaltepec,20,121
Oaxaca,San Bartolo Yautepec,20,122
Oaxaca,San Bernardo Mixtepec,20,123
Oaxaca,San Blas Atempa,20,124
Oaxaca,San Carlos Yautepec,20,125
Oaxaca,San Cristóbal Amatlán,20,126
Oaxaca,San Cristóbal Amoltepec,20,127
Oaxaca,San Cristóbal Lachirioag,20,128
Oaxaca,San Cristóbal Suchixtlahuaca,20,129
Oaxaca,San Dionisio del Mar,20,130
Oaxaca,San Dionisio Ocotepec,20,131
Oaxaca,San Dionisio Ocotlán,20,132
Oaxaca,San Esteban Atatlahuca,20,133
Oaxaca,San Felipe Jalapa de Díaz,20,134
Oaxaca,San Felipe Tejalápam,20,135
Oaxaca,San Felipe Usila,20,136
Oaxaca,San Francisco Cahuacuá,20,137
Oaxaca,San Francisco Cajonos,20,138
Oaxaca,San Francisco Chapulapa,20,139
Oaxaca,San Francisco Chindúa,20,140
Oaxaca,San Francisco del Mar,20,141
Oaxaca,San Francisco Huehuetlán,20,142
Oaxaca,San Francisco Ixhuatán,20,143
Oaxaca,San Francisco Jaltepetongo,20,144
Oaxaca,San Francisco Lachigoló,20,145
Oaxaca,San Francisco Logueche,20,146
Oaxaca,San Francisco Nuxaño,20,147
Oaxaca,San Francisco Ozolotepec,20,148
Oaxaca,San Francisco Sola,20,149
Oaxaca,San Francisco Telixtlahuaca,20,150
Oaxaca,San Francisco Teopan,20,151
Oaxaca,San Francisco Tlapancingo,20,152
Oaxaca,San Gabriel Mixtepec,20,153
Oaxaca,San Ildefonso Amatlán,20,154
Oaxaca,San Ildefonso Sola,20,155
Oaxaca,San Ildefonso Villa Alta,20,156
Oaxaca,San Jacinto Amilpas,20,157
Oaxaca,San Jacinto Tlacotepec,20,158
Oaxaca,San Jerónimo Coatlán,20,159
Oaxaca,San Jerónimo Silacayoapilla,20,160
Oaxaca,San Jerónimo Sosola,20,161
Oaxaca,San Jerónimo Taviche,20,162
Oaxaca,San Jerónimo Tecóatl,20,163
Oaxaca,San Jorge Nuchita,20,164
Oaxaca,San José Ayuquila,20,165
Oaxaca,San José Chiltepec,20,166
Oaxaca,San José del Peñasco,20,167
Oaxaca,San José Estancia Grande,20,168
Oaxaca,San José Independencia,20,169
Oaxaca,San José Lachiguiri,20,170
Oaxaca,San José Tenango,20,171
Oaxaca,San Juan Achiutla,20,172
Oaxaca,San Juan Atepec,20,173
Oaxaca,Ánimas Trujano,20,174
Oaxaca,San Juan Bautista Atatlahuca,20,175
Oaxaca,San Juan Bautista Coixtlahuaca,20,176
Oaxaca,San Juan Bautista Cuicatlán,20,177
Oaxaca,San Juan Bautista Guelache,20,178
Oaxaca,San Juan Bautista Jayacatlán,20,179
Oaxaca,San Juan Bautista Lo de Soto,20,180
Oaxaca,San Juan Bautista Suchitepec,20,181
Oaxaca,San Juan Bautista Tlacoatzintepec,20,182
Oaxaca,San Juan Bautista Tlachichilco,20,183
Oaxaca,San Juan Bautista Tuxtepec,20,184
Oaxaca,San Juan Cacahuatepec,20,185
Oaxaca,San Juan Cieneguilla,20,186
Oaxaca,San Juan Coatzóspam,20,187
Oaxaca,San Juan Colorado,20,188
Oaxaca,San Juan Comaltepec,20,189
Oaxaca,San Juan Cotzocón,20,190
Oaxaca,San Juan Chicomezúchil,20,191
Oaxaca,San Juan Chilateca,20,192
Oaxaca,San Juan del Estado,20,193
Oaxaca,San Juan del Río,20,194
Oaxaca,San Juan Diuxi,20,195
Oaxaca,San Juan Evangelista Analco,20,196
Oaxaca,San Juan Guelavía,20,197
Oaxaca,San Juan Guichicovi,20,198
Oaxaca,San Juan Ihualtepec,20,199
Oaxaca,San Juan Juquila Mixes,20,200
Oaxaca,San Juan Juquila Vijanos,20,201
Oaxaca,San Juan Lachao,20,202
Oaxaca,San Juan Lachigalla,20,203
Oaxaca,San Juan Lajarcia,20,204
Oaxaca,San Juan Lalana,20,205
Oaxaca,San Juan de los Cués,20,206
Oaxaca,San Juan Mazatlán,20,207
Oaxaca,San Juan Mixtepec,20,208
Oaxaca,San Juan Mixtepec,20,209
Oaxaca,San Juan Ñumí,20,210
Oaxaca,San Juan Ozolotepec,20,211
Oaxaca,San Juan Petlapa,20,212
Oaxaca,San Juan Quiahije,20,213
Oaxaca,San Juan Quiotepec,20,214
Oaxaca,San Juan Sayultepec,20,215
Oaxaca,San Juan Tabaá,20,216
Oaxaca,San Juan Tamazola,20,217
Oaxaca,San Juan Teita,20,218
Oaxaca,San Juan Teitipac,20,219
Oaxaca,San Juan Tepeuxila,20,220
Oaxaca,San Juan Teposcolula,20,221
Oaxaca,San Juan Yaeé,20,222
Oaxaca,San Juan Yatzona,20,223
Oaxaca,San Juan Yucuita,20,224
Oaxaca,San Lorenzo,20,225
Oaxaca,San Lorenzo Albarradas,20,226
Oaxaca,San Lorenzo Cacaotepec,20,227
Oaxaca,San Lorenzo Cuaunecuiltitla,20,228
Oaxaca,San Lorenzo Texmelúcan,20,229
Oaxaca,San Lorenzo Victoria,20,230
Oaxaca,San Lucas Camotlán,20,231
Oaxaca,San Lucas Ojitlán,20,232
Oaxaca,San Lucas Quiaviní,20,233
Oaxaca,San Lucas Zoquiápam,20,234
Oaxaca,San Luis Amatlán,20,235
Oaxaca,San Marcial Ozolotepec,20,236
Oaxaca,San Marcos Arteaga,20,237
Oaxaca,San Martín de los Cansecos,20,238
Oaxaca,San Martín Huamelúlpam,20,239
Oaxaca,San Martín Itunyoso,20,240
Oaxaca,San Martín Lachilá,20,241
Oaxaca,San Martín Peras,20,242
Oaxaca,San Martín Tilcajete,20,243
Oaxaca,San Martín Toxpalan,20,244
Oaxaca,San Martín Zacatepec,20,245
Oaxaca,San Mateo Cajonos,20,246
Oaxaca,Capulálpam de Méndez,20,247
Oaxaca,San Mateo del Mar,20,248
Oaxaca,San Mateo Yoloxochitlán,20,249
Oaxaca,San Mateo Etlatongo,20,250
Oaxaca,San Mateo Nejápam,20,251
Oaxaca,San Mateo Peñasco,20,252
Oaxaca,San Mateo Piñas,20,253
Oaxaca,San Mateo Río Hondo,20,254
Oaxaca,San Mateo Sindihui,20,255
Oaxaca,San Mateo Tlapiltepec,20,256
Oaxaca,San Melchor Betaza,20,257
Oaxaca,San Miguel Achiutla,20,258
Oaxaca,San Miguel Ahuehuetitlán,20,259
Oaxaca,San Miguel Aloápam,20,260
Oaxaca,San Miguel Amatitlán,20,261
Oaxaca,San Miguel Amatlán,20,262
Oaxaca,San Miguel Coatlán,20,263
Oaxaca,San Miguel Chicahua,20,264
Oaxaca,San Miguel Chimalapa,20,265
Oaxaca,San Miguel del Puerto,20,266
Oaxaca,San Miguel del Río,20,267
Oaxaca,San Miguel Ejutla,20,268
Oaxaca,San Miguel el Grande,20,269
Oaxaca,San Miguel Huautla,20,270
Oaxaca,San Miguel Mixtepec,20,271
Oaxaca,San Miguel Panixtlahuaca,20,272
Oaxaca,San Miguel Peras,20,273
Oaxaca,San Miguel Piedras,20,274
Oaxaca,San Miguel Quetzaltepec,20,275
Oaxaca,San Miguel Santa Flor,20,276
Oaxaca,Villa Sola de Vega,20,277
Oaxaca,San Miguel Soyaltepec,20,278
Oaxaca,San Miguel Suchixtepec,20,279
Oaxaca,Villa Talea de Castro,20,280
Oaxaca,San Miguel Tecomatlán,20,281
Oaxaca,San Miguel Tenango,20,282
Oaxaca,San Miguel Tequixtepec,20,283
Oaxaca,San Miguel Tilquiápam,20,284
Oaxaca,San Miguel Tlacamama,20,285
Oaxaca,San Miguel Tlacotepec,20,286
Oaxaca,San Miguel Tulancingo,20,287
Oaxaca,San Miguel Yotao,20,288
Oaxaca,San Nicolás,20,289
Oaxaca,San Nicolás Hidalgo,20,290
Oaxaca,San Pablo Coatlán,20,291
Oaxaca,San Pablo Cuatro Venados,20,292
